Sub Prod Cd,Acct Nbr,Tran Cd,Trans Desc,Tran Detail Desc,Db Cr Cd,Category,Post Dt,Tran Amt,MCC,Merchant Type,SIC Code Group Type,Presentation
Checking ,1,1071,VISA DEBIT                             ,4265 HY VEE 1400442         OMAHA        NE       ,D,Grocery,5/23/2014,17.54,5411,Grocery Stores/Supermarkets,Grocery Stores/Supermarkets,Grocery Stores/Supermarkets
Checking ,1,1071,VISA DEBIT                             ,17440044 BAKERS #0711        OMAHA        NE       ,D,Grocery,6/20/2014,17.46,5411,Grocery Stores/Supermarkets,Grocery Stores/Supermarkets,Grocery Stores/Supermarkets
Checking ,1,1071,VISA DEBIT                             ,1415 HY VEE 1400442         OMAHA        NE       ,D,Grocery,7/30/2014,17.35,5411,Grocery Stores/Supermarkets,Grocery Stores/Supermarkets,Grocery Stores/Supermarkets
Checking ,1,1071,VISA DEBIT                             ,17440044 JADE GARDEN         OMAHA        NE       ,D,Restaurants/Bars,5/19/2014,17.22,5812,Eating places and Restaurants,Eating places and Restaurants,Eating places and Restaurants
Checking ,1,1071,VISA DEBIT                             ,17440044 JADE GARDEN         OMAHA        NE       ,D,Restaurants/Bars,6/23/2014,17.22,5812,Eating places and Restaurants,Eating places and Restaurants,Eating places and Restaurants
Checking ,1,1071,VISA DEBIT                             ,17440044 JADE GARDEN         OMAHA        NE       ,D,Restaurants/Bars,7/21/2014,17.22,5812,Eating places and Restaurants,Eating places and Restaurants,Eating places and Restaurants
Checking ,1,1071,VISA DEBIT                             ,17440044 WENDY'S #52144       OMAHA        NE       ,D,Restaurants,8/18/2014,17.18,5812,Eating places and Restaurants,Eating places and Restaurants,Eating places and Restaurants
Checking ,1,1071,VISA DEBIT                             ,17440044 ARBYS 6742          OMAHA        NE       ,D,Restaurants,5/27/2014,17.08,5812,Eating places and Restaurants,Eating places and Restaurants,Eating places and Restaurants
Checking ,1,1071,VISA DEBIT                             ,17440044 ARBYS 6742          OMAHA        NE       ,D,Restaurants,5/12/2014,16.87,5812,Eating places and Restaurants,Eating places and Restaurants,Eating places and Restaurants
Checking ,1,1071,VISA DEBIT                             ,1415 WAL-MART #5761      OMAHA        NE       ,D,Retail,6/19/2014,16.82,5310,Discount Stores,Discount Stores,Discount Stores
Checking ,1,1071,VISA DEBIT                             ,1415 MENARDS 7270 ELKHORNELKHORN      NE       ,D,Home Supply/Housing,5/27/2014,16.78,5200,Home Supply Warehouse Stores,Home Supply Warehouse Stores,Home Supply Warehouse Stores
Checking ,1,1071,VISA DEBIT                             ,17440044 TARGET        000057OMAHA        NE       ,D,Grocery,6/25/2014,16.38,5411,Grocery Stores/Supermarkets,Grocery Stores/Supermarkets,Grocery Stores/Supermarkets
Checking ,1,1071,VISA DEBIT                             ,1415 WALGREENS #5110     OMAHA        NE       ,D,Medical,6/16/2014,16.35,8071,Medical And Dental Laboratories,Medical And Dental Laboratories,Medical And Dental Laboratories
Checking ,1,1071,VISA DEBIT                             ,0145 MCDONALD'S F0044064    SOUTH SIOUX  NE       ,D,Restaurants,7/14/2014,16.23,5812,Eating places and Restaurants,Eating places and Restaurants,Eating places and Restaurants
Checking ,1,1071,VISA DEBIT                             ,17440044 ARBYS 6742          OMAHA        NE       ,D,Restaurants,7/7/2014,15.86,5812,Eating places and Restaurants,Eating places and Restaurants,Eating places and Restaurants
Checking ,1,1071,VISA DEBIT                             ,17440044 BAKERS #0715        OMAHA        NE       ,D,Grocery,7/24/2014,15.85,5411,Grocery Stores/Supermarkets,Grocery Stores/Supermarkets,Grocery Stores/Supermarkets
Checking ,1,1071,VISA DEBIT                             ,17440044 KUM & GO #7444       OMAHA        NE       ,D,Auto/Gas,8/1/2014,15.79,5542,Automated Fuel Dispensers,Automated Fuel Dispensers,Automated Fuel Dispensers
Checking ,1,1071,VISA DEBIT                             ,1415 RUSTY TACO HARRY HINDALLAS       TX       ,D,Restaurants,6/9/2014,15.7,5812,Eating places and Restaurants,Eating places and Restaurants,Eating places and Restaurants
Checking ,1,1071,VISA DEBIT                             ,1415 WAL-MART #7260044      OMAHA        NE       ,D,Retail,5/27/2014,15.69,5310,Discount Stores,Discount Stores,Discount Stores
Checking ,1,1071,VISA DEBIT                             ,17440044 KRISPY KREME #155   OMAHA        NE       ,D,Restaurants,8/4/2014,15.54,5812,Eating places and Restaurants,Eating places and Restaurants,Eating places and Restaurants
Checking ,1,1071,VISA DEBIT                             ,1415 QT 5440044        0400544OMAHA        NE       ,D,Auto/Gas,5/12/2014,15.51,5542,Automated Fuel Dispensers,Automated Fuel Dispensers,Automated Fuel Dispensers
Checking ,1,1071,VISA DEBIT                             ,17440044 ARBYS 6742          OMAHA        NE       ,D,Restaurants,7/28/2014,15.42,5812,Eating places and Restaurants,Eating places and Restaurants,Eating places and Restaurants
Checking ,1,1071,VISA DEBIT                             ,17440044 DOMINO'S 6111       OMAHA        NE       ,D,Restaurants,7/29/2014,15.33,5812,Eating places and Restaurants,Eating places and Restaurants,Eating places and Restaurants
Checking ,1,5785,CHECK IMAGE CHECK                      ,                                               ,D,,8/4/2014,15.3,,#N/A,#N/A,#N/A
Checking ,1,1071,VISA DEBIT                             ,17440044 ARBYS 6742          OMAHA        NE       ,D,Restaurants,6/27/2014,15.21,5812,Eating places and Restaurants,Eating places and Restaurants,Eating places and Restaurants
Checking ,1,1071,VISA DEBIT                             ,0145 HARRAH'S RESORT MR SCOUNCIL BLUF IA       ,D,Vacation,7/14/2014,15,7011,"Lodging – Hotels, Motels, Resorts, Central Reservation Services (not elsewhere classified)","Lodging – Hotels, Motels, Resorts, Central Reservation Services (not elsewhere classified)","Lodging – Hotels, Motels, Resorts, Central Reservation Services (not elsewhere classified)"
Checking ,1,1071,VISA DEBIT                             ,0145 LANCASTER YOUTH SOFTLINCOLN      NE       ,D,Kids Activities,7/7/2014,15,7032,Sporting and Recreational Camps,Sporting and Recreational Camps,Sporting and Recreational Camps
Checking ,1,1071,VISA DEBIT                             ,17440044 20 GRAND CINEMAS-245OMAHA        NE       ,D,Recreation,6/16/2014,15,7833,MOTION PICTURE THEATER (QUICK PAYMENT SERVICE),MOTION PICTURE THEATER (QUICK PAYMENT SERVICE),MOTION PICTURE THEATER (QUICK PAYMENT SERVICE)
Checking ,1,1071,VISA DEBIT                             ,17440044 LEGENDCOMICSCOFFEE  OMAHA        NE       ,D,Restaurants/Bars,8/18/2014,15,5812,Eating places and Restaurants,Eating places and Restaurants,Eating places and Restaurants
Checking ,1,1071,VISA DEBIT                             ,4265 OMAHA ZOO ONSITE    OMAHA        NE       ,D,Charity,6/2/2014,15,,#N/A,#N/A,#N/A
Checking ,1,1071,VISA DEBIT                             ,4265 VILLAGE POINTE-2456 OMAHA        NE       ,D,Gift,5/19/2014,15,,#N/A,#N/A,#N/A
Checking ,1,1071,VISA DEBIT                             ,17440044 BLIZZARD ENT*WOW SUBBLIZZARD.COM CA       ,D,Recreation,6/5/2014,14.99,5968,Direct Marketing – Continuity/Subscription Merchant,Direct Marketing – Continuity/Subscription Merchant,Direct Marketing – Continuity/Subscription Merchant
Checking ,1,1071,VISA DEBIT                             ,17440044 BLIZZARD ENT*WOW SUBBLIZZARD.COM CA       ,D,Recreation,6/11/2014,14.99,5968,Direct Marketing – Continuity/Subscription Merchant,Direct Marketing – Continuity/Subscription Merchant,Direct Marketing – Continuity/Subscription Merchant
Checking ,1,1071,VISA DEBIT                             ,17440044 BLIZZARD ENT*WOW SUBBLIZZARD.COM CA       ,D,Recreation,7/10/2014,14.99,5968,Direct Marketing – Continuity/Subscription Merchant,Direct Marketing – Continuity/Subscription Merchant,Direct Marketing – Continuity/Subscription Merchant
Checking ,1,1071,VISA DEBIT                             ,17440044 STEAMGAMES.COM      425-44441-1642 WA       ,D,Recreation,6/9/2014,14.99,5968,Direct Marketing – Continuity/Subscription Merchant,Direct Marketing – Continuity/Subscription Merchant,Direct Marketing – Continuity/Subscription Merchant
Checking ,1,1071,VISA DEBIT                             ,1415 WALGREENS #5166     OMAHA        NE       ,D,Medical,6/20/2014,14.87,8071,Medical And Dental Laboratories,Medical And Dental Laboratories,Medical And Dental Laboratories
Checking ,1,1071,VISA DEBIT                             ,4265 RUNZA HARRISON      OMAHA        NE       ,D,Restaurants,5/19/2014,14.75,5812,Eating places and Restaurants,Eating places and Restaurants,Eating places and Restaurants
Checking ,1,1071,VISA DEBIT                             ,0145 VILLAGE-INN-REST #044OMAHA        NE       ,D,Restaurants/Bars,7/14/2014,14.74,5812,Eating places and Restaurants,Eating places and Restaurants,Eating places and Restaurants
Checking ,1,1071,VISA DEBIT                             ,1415 CASEY'S GENL STORE  GRETNA       NE       ,D,Auto/Gas,6/23/2014,14.49,5542,Automated Fuel Dispensers,Automated Fuel Dispensers,Automated Fuel Dispensers
Checking ,1,1071,VISA DEBIT                             ,1415 HANCOCK FABRICS 164444OMAHA        NE       ,D,Clothing/Retail,5/16/2014,14.41,5691,Men’s and Women’s Clothing Stores,Men’s and Women’s Clothing Stores,Men’s and Women’s Clothing Stores
Checking ,1,1071,VISA DEBIT                             ,17440044 DRAGON'S LAIR COMICSOMAHA        NE       ,D,Recreation,7/29/2014,14.41,5942,Book Stores,Book Stores,Book Stores
Checking ,1,1071,VISA DEBIT                             ,0145 PARLIAMENT PUB      OMAHA        NE       ,D,Restaurants/Bars,7/14/2014,14.25,5812,Eating places and Restaurants,Eating places and Restaurants,Eating places and Restaurants
Checking ,1,1071,VISA DEBIT                             ,1415 WM SUPERCENTER #4600GRETNA       NE       ,D,Grocery,6/23/2014,14.01,5411,Grocery Stores/Supermarkets,Grocery Stores/Supermarkets,Grocery Stores/Supermarkets
Checking ,1,1071,VISA DEBIT                             ,17440044 TEE FURY LLC        TEEFURY.COM  CA       ,D,Clothing/Retail,6/9/2014,14,5691,Men’s and Women’s Clothing Stores,Men’s and Women’s Clothing Stores,Men’s and Women’s Clothing Stores
Checking ,1,1071,VISA DEBIT                             ,17440044 TEE FURY LLC        TEEFURY.COM  CA       ,D,Clothing/Retail,6/17/2014,14,5691,Men’s and Women’s Clothing Stores,Men’s and Women’s Clothing Stores,Men’s and Women’s Clothing Stores
Checking ,1,1071,VISA DEBIT                             ,17440044 TEE FURY LLC        TEEFURY.COM  CA       ,D,Clothing/Retail,6/18/2014,14,5691,Men’s and Women’s Clothing Stores,Men’s and Women’s Clothing Stores,Men’s and Women’s Clothing Stores
Checking ,1,1071,VISA DEBIT                             ,17440044 TEE FURY LLC        TEEFURY.COM  CA       ,D,Clothing/Retail,6/23/2014,14,5691,Men’s and Women’s Clothing Stores,Men’s and Women’s Clothing Stores,Men’s and Women’s Clothing Stores
Checking ,1,1071,VISA DEBIT                             ,1415 SPORTS AUTHORI000062OMAHA        NE       ,D,Sporting Goods/Retail,6/20/2014,13.9,5941,Sporting Goods Stores,Sporting Goods Stores,Sporting Goods Stores
Checking ,1,1071,VISA DEBIT                             ,1415 SUBWAY        004276OMAHA        NE       ,D,Restaurants,6/16/2014,13.88,5812,Eating places and Restaurants,Eating places and Restaurants,Eating places and Restaurants
Checking ,1,1071,VISA DEBIT                             ,17440044 LEGENDCOMICSCOFFEE  OMAHA        NE       ,D,Restaurants/Bars,5/5/2014,13.84,5812,Eating places and Restaurants,Eating places and Restaurants,Eating places and Restaurants
Checking ,1,1071,VISA DEBIT                             ,17440044 BAKERS #0715        OMAHA        NE       ,D,Grocery,8/26/2014,13.7,5411,Grocery Stores/Supermarkets,Grocery Stores/Supermarkets,Grocery Stores/Supermarkets
Checking ,1,5764,INTERLINK/NETS POS                     ,17440044 HY VEE 1400440         OMAHA        NE       ,D,Grocery,7/17/2014,13.67,5411,Grocery Stores/Supermarkets,Grocery Stores/Supermarkets,Grocery Stores/Supermarkets
Checking ,1,5764,INTERLINK/NETS POS                     ,17440044 WAL Wal-Mart Super 0044OMAHA        NE       ,D,Retail,6/9/2014,13.54,5310,Discount Stores,Discount Stores,Discount Stores
Checking ,1,1071,VISA DEBIT                             ,1415 THE WATERFALL LOUNGEOMAHA        NE       ,D,Restaurants/Bars,7/28/2014,13.5,5812,Eating places and Restaurants,Eating places and Restaurants,Eating places and Restaurants
Checking ,1,1071,VISA DEBIT                             ,17440044 MCDONALD'S F10117   OMAHA        NE       ,D,Restaurants,9/2/2014,13.46,5812,Eating places and Restaurants,Eating places and Restaurants,Eating places and Restaurants
Checking ,1,1071,VISA DEBIT                             ,17440044 MCDONALD'S F6004476    OMAHA        NE       ,D,Restaurants,8/29/2014,13.45,5812,Eating places and Restaurants,Eating places and Restaurants,Eating places and Restaurants
Checking ,1,1071,VISA DEBIT                             ,17440044 AMAZON MKTPLACE PMTSAMZN.COM/BIL WA       ,D,Recreation,6/16/2014,12.99,5968,Direct Marketing – Continuity/Subscription Merchant,Direct Marketing – Continuity/Subscription Merchant,Direct Marketing – Continuity/Subscription Merchant
Checking ,1,1071,VISA DEBIT                             ,17440044 CULVER'S OF OMAHA   OMAHA        NE       ,D,Restaurants,6/23/2014,12.91,5812,Eating places and Restaurants,Eating places and Restaurants,Eating places and Restaurants
Checking ,1,1071,VISA DEBIT                             ,4265 CHICK-FIL-A #07020044  BELLEVUE     NE       ,D,Restaurants,6/2/2014,12.71,5812,Eating places and Restaurants,Eating places and Restaurants,Eating places and Restaurants
Checking ,1,1071,VISA DEBIT                             ,17440044 ARBYS 6742          OMAHA        NE       ,D,Restaurants,5/30/2014,12.69,5812,Eating places and Restaurants,Eating places and Restaurants,Eating places and Restaurants
Checking ,1,1071,VISA DEBIT                             ,1415 LOWES #011444*       OMAHA        NE       ,D,Home Supply/Housing,7/28/2014,12.57,5200,Home Supply Warehouse Stores,Home Supply Warehouse Stores,Home Supply Warehouse Stores
Checking ,1,1071,VISA DEBIT                             ,17440044 TARGET        000057OMAHA        NE       ,D,Grocery,6/30/2014,12.56,5411,Grocery Stores/Supermarkets,Grocery Stores/Supermarkets,Grocery Stores/Supermarkets
Checking ,1,1071,VISA DEBIT                             ,1415 SCOOTERS COFFEEHOUSEOMAHA        NE       ,D,Restaurants/Bars,7/11/2014,12.17,5812,Eating places and Restaurants,Eating places and Restaurants,Eating places and Restaurants
Checking ,1,1071,VISA DEBIT                             ,17440044 MCDONALD'S F100440044446   OMAHA        NE       ,D,Restaurants,6/20/2014,12.13,5812,Eating places and Restaurants,Eating places and Restaurants,Eating places and Restaurants
Checking ,1,1071,VISA DEBIT                             ,1415 CHEDDAR'S #620      OMAHA        NE       ,D,Restaurants/Bars,5/14/2014,12.07,5812,Eating places and Restaurants,Eating places and Restaurants,Eating places and Restaurants
Checking ,1,1071,VISA DEBIT                             ,17440044 BAKERS #0702        OMAHA        NE       ,D,Grocery,5/12/2014,12.03,5411,Grocery Stores/Supermarkets,Grocery Stores/Supermarkets,Grocery Stores/Supermarkets
Checking ,1,1071,VISA DEBIT                             ,1415 CABELAS RETAIL LAVISLAVISTA      NE       ,D,Sporting Goods/Retail,8/6/2014,12,5941,Sporting Goods Stores,Sporting Goods Stores,Sporting Goods Stores
Checking ,1,1071,VISA DEBIT                             ,17440044 MCDONALD'S F100440044446   OMAHA        NE       ,D,Restaurants,5/5/2014,11.95,5812,Eating places and Restaurants,Eating places and Restaurants,Eating places and Restaurants
Checking ,1,2201,INTEREST CHARGE                        ,                                               ,D,Fee,7/7/2014,11.93,,#N/A,#N/A,#N/A
Checking ,1,1071,VISA DEBIT                             ,17440044 DRAGON'S LAIR COMICSOMAHA        NE       ,D,Recreation,8/4/2014,11.86,5942,Book Stores,Book Stores,Book Stores
Checking ,1,2201,INTEREST CHARGE                        ,                                               ,D,Fee,8/7/2014,11.82,,#N/A,#N/A,#N/A
Checking ,1,1071,VISA DEBIT                             ,17440044 WENDY'S #52144       OMAHA        NE       ,D,Restaurants,7/31/2014,11.82,5812,Eating places and Restaurants,Eating places and Restaurants,Eating places and Restaurants
Checking ,1,2201,INTEREST CHARGE                        ,                                               ,D,Fee,5/7/2014,11.79,,#N/A,#N/A,#N/A
Checking ,1,1071,VISA DEBIT                             ,17440044 DRAGON'S LAIR COMICSOMAHA        NE       ,D,Recreation,7/1/2014,11.75,5942,Book Stores,Book Stores,Book Stores
Checking ,1,2201,INTEREST CHARGE                        ,                                               ,D,Fee,6/6/2014,11.66,,#N/A,#N/A,#N/A
Checking ,1,1071,VISA DEBIT                             ,1415 WHICH WICH #424     OMAHA        NE       ,D,Restaurants,7/29/2014,11.52,5812,Eating places and Restaurants,Eating places and Restaurants,Eating places and Restaurants
Checking ,1,1071,VISA DEBIT                             ,17440044 THE NE MED CTR - CLAOMAHA        NE       ,D,Doctor/Healthcare,7/7/2014,11.5,8011,Doctors and Physicians-not elsewhere classified,Doctors and Physicians-not elsewhere classified,Doctors and Physicians-not elsewhere classified
Checking ,1,1071,VISA DEBIT                             ,17440044 THE NE MED CTR - C-SOMAHA        NE       ,D,Doctor/Healthcare,6/23/2014,11.45,8011,Doctors and Physicians-not elsewhere classified,Doctors and Physicians-not elsewhere classified,Doctors and Physicians-not elsewhere classified
Checking ,1,1071,VISA DEBIT                             ,17440044 TACO BELL 00020002447OMAHA        NE       ,D,Restaurants,6/9/2014,11.32,5812,Eating places and Restaurants,Eating places and Restaurants,Eating places and Restaurants
Checking ,1,1071,VISA DEBIT                             ,1415 MCKINNEY'S FOOD CEN GRETNA       NE       ,D,Grocery,5/22/2014,11.17,5411,Grocery Stores/Supermarkets,Grocery Stores/Supermarkets,Grocery Stores/Supermarkets
Checking ,1,1071,VISA DEBIT                             ,17440044 BURGER KING #12560044  OMAHA        NE       ,D,Restaurants,7/14/2014,11.14,5812,Eating places and Restaurants,Eating places and Restaurants,Eating places and Restaurants
Checking ,1,5785,CHECK IMAGE CHECK                      ,                                               ,D,,8/21/2014,11,,#N/A,#N/A,#N/A
Checking ,1,5785,CHECK IMAGE CHECK                      ,                                               ,D,,8/25/2014,11,,#N/A,#N/A,#N/A
Checking ,1,1071,VISA DEBIT                             ,0145 WHITE HOUSE BLK MKT OMAHA        NE       ,D,Clothing/Retail,7/14/2014,10.97,5631,Women’s Accessory and Specialty Shops,Women’s Accessory and Specialty Shops,Women’s Accessory and Specialty Shops
Checking ,1,1071,VISA DEBIT                             ,17440044 TACO BELL 0021002122OMAHA        NE       ,D,Restaurants,6/30/2014,10.97,5812,Eating places and Restaurants,Eating places and Restaurants,Eating places and Restaurants
Checking ,1,1071,VISA DEBIT                             ,1415 WM SUPERCENTER #4600GRETNA       NE       ,D,Grocery,5/9/2014,10.96,5411,Grocery Stores/Supermarkets,Grocery Stores/Supermarkets,Grocery Stores/Supermarkets
Checking ,1,1071,VISA DEBIT                             ,1415 NO FRILLS SPRMKTS 44 OMAHA        NE       ,D,Grocery,7/28/2014,10.89,5411,Grocery Stores/Supermarkets,Grocery Stores/Supermarkets,Grocery Stores/Supermarkets
Checking ,1,1071,VISA DEBIT                             ,17440044 MCDONALD'S F100440044446   OMAHA        NE       ,D,Restaurants,8/8/2014,10.89,5812,Eating places and Restaurants,Eating places and Restaurants,Eating places and Restaurants
Checking ,1,1071,VISA DEBIT                             ,1415 WAL-MART #7260044      OMAHA        NE       ,D,Retail,7/28/2014,10.79,5310,Discount Stores,Discount Stores,Discount Stores
Checking ,1,1071,VISA DEBIT                             ,17440044 RUNZA EMMET         OMAHA        NE       ,D,Restaurants,6/9/2014,10.72,5812,Eating places and Restaurants,Eating places and Restaurants,Eating places and Restaurants
Checking ,1,1071,VISA DEBIT                             ,17440044 TARGET        000057OMAHA        NE       ,D,Grocery,9/2/2014,10.64,5411,Grocery Stores/Supermarkets,Grocery Stores/Supermarkets,Grocery Stores/Supermarkets
Checking ,1,1071,VISA DEBIT                             ,4265 MARCOS PIZZA - 7505 OMAHA        NE       ,D,Restaurants,5/19/2014,10.6,5812,Eating places and Restaurants,Eating places and Restaurants,Eating places and Restaurants
Checking ,1,5785,CHECK IMAGE CHECK                      ,                                               ,D,,7/28/2014,10.5,,#N/A,#N/A,#N/A
Checking ,1,1071,VISA DEBIT                             ,17440044 BAKERS #0715        OMAHA        NE       ,D,Grocery,9/2/2014,10.5,5411,Grocery Stores/Supermarkets,Grocery Stores/Supermarkets,Grocery Stores/Supermarkets
Checking ,1,1071,VISA DEBIT                             ,17440044 MCDONALD'S F100440044446   OMAHA        NE       ,D,Restaurants,5/23/2014,10.39,5812,Eating places and Restaurants,Eating places and Restaurants,Eating places and Restaurants
Checking ,1,1071,VISA DEBIT                             ,17440044 SONIC DRIVE IN #45440044OMAHA        NE       ,D,Restaurants,5/15/2014,10.33,5812,Eating places and Restaurants,Eating places and Restaurants,Eating places and Restaurants
Checking ,1,1071,VISA DEBIT                             ,17440044 MCDONALD'S F6004476    OMAHA        NE       ,D,Restaurants,7/28/2014,10.28,5812,Eating places and Restaurants,Eating places and Restaurants,Eating places and Restaurants
Checking ,1,1071,VISA DEBIT                             ,17440044 MCDONALD'S F6004476    OMAHA        NE       ,D,Restaurants,8/4/2014,10.28,5812,Eating places and Restaurants,Eating places and Restaurants,Eating places and Restaurants
Checking ,1,1071,VISA DEBIT                             ,4265 MCDONALD'S M0044542 OF BELLEVUE     NE       ,D,Restaurants,6/2/2014,10.21,5812,Eating places and Restaurants,Eating places and Restaurants,Eating places and Restaurants
Checking ,1,5764,INTERLINK/NETS POS                     ,17440044 DILLONS             OMAHA        NE       ,D,Grocery,6/17/2014,10.07,5411,Grocery Stores/Supermarkets,Grocery Stores/Supermarkets,Grocery Stores/Supermarkets
Checking ,1,1071,VISA DEBIT                             ,17440044 TARGET        000057OMAHA        NE       ,D,Grocery,7/28/2014,10.05,5411,Grocery Stores/Supermarkets,Grocery Stores/Supermarkets,Grocery Stores/Supermarkets
Checking ,1,2205,LATE CHARGE ASSESSED                   ,                                               ,D,Fee,9/3/2014,10,,#N/A,#N/A,#N/A
Checking ,1,5785,CHECK IMAGE CHECK                      ,                                               ,D,,5/30/2014,10,,#N/A,#N/A,#N/A
Checking ,1,1071,VISA DEBIT                             ,1415 TWO FINE IRISHMEN   OMAHA        NE       ,D,Restaurants/Bars,7/28/2014,10,5812,Eating places and Restaurants,Eating places and Restaurants,Eating places and Restaurants
Checking ,1,1071,VISA DEBIT                             ,1415 WASH WIZARD LLC     OMAHA        NE       ,D,Auto/Travel,6/30/2014,10,5542,Automated Fuel Dispensers,Automated Fuel Dispensers,Automated Fuel Dispensers
Checking ,1,1071,VISA DEBIT                             ,1415 SUPER SAVER #20     OMAHA        NE       ,D,Grocery,7/25/2014,9.96,5411,Grocery Stores/Supermarkets,Grocery Stores/Supermarkets,Grocery Stores/Supermarkets
Checking ,1,1071,VISA DEBIT                             ,17440044 BUCKY'S EXPRESS #12 OMAHA        NE       ,D,Auto/Gas,5/27/2014,9.93,5542,Automated Fuel Dispensers,Automated Fuel Dispensers,Automated Fuel Dispensers
Checking ,1,1071,VISA DEBIT                             ,17440044 Amazon.com          AMZN.COM/BIL WA       ,D,Recreation,8/28/2014,9.81,5968,Direct Marketing – Continuity/Subscription Merchant,Direct Marketing – Continuity/Subscription Merchant,Direct Marketing – Continuity/Subscription Merchant
Checking ,1,1071,VISA DEBIT                             ,1415 KMART 0044417          OMAHA        NE       ,D,Clothing/Retail,8/1/2014,9.75,5691,Men’s and Women’s Clothing Stores,Men’s and Women’s Clothing Stores,Men’s and Women’s Clothing Stores
Checking ,1,1071,VISA DEBIT                             ,17440044 BUCKY'S EXPRESS #72 OMAHA        NE       ,D,Auto/Gas,7/30/2014,9.75,5542,Automated Fuel Dispensers,Automated Fuel Dispensers,Automated Fuel Dispensers
Checking ,1,1071,VISA DEBIT                             ,17440044 SCOOTERS COFFEEHOUSEOMAHA        NE       ,D,Restaurants/Bars,5/13/2014,9.54,5812,Eating places and Restaurants,Eating places and Restaurants,Eating places and Restaurants
Checking ,1,1071,VISA DEBIT                             ,17440044 BURGER KING #5414   OMAHA        NE       ,D,Restaurants,8/22/2014,9.49,5812,Eating places and Restaurants,Eating places and Restaurants,Eating places and Restaurants
Checking ,1,1071,VISA DEBIT                             ,17440044 TACO BELL 00020002447OMAHA        NE       ,D,Restaurants,7/8/2014,9.41,5812,Eating places and Restaurants,Eating places and Restaurants,Eating places and Restaurants
Checking ,1,1071,VISA DEBIT                             ,1415 MCDONALD'S F16004440   GRETNA       NE       ,D,Restaurants,5/12/2014,9.39,5812,Eating places and Restaurants,Eating places and Restaurants,Eating places and Restaurants
Checking ,1,1071,VISA DEBIT                             ,17440044 BUCKY'S EXPRESS #72 OMAHA        NE       ,D,Auto/Gas,6/23/2014,9.37,5542,Automated Fuel Dispensers,Automated Fuel Dispensers,Automated Fuel Dispensers
Checking ,1,5764,INTERLINK/NETS POS                     ,17440044 BUCKY'S EXPRESS #72 OMAHA        NE       ,D,Auto/Gas,6/13/2014,9.37,5542,Automated Fuel Dispensers,Automated Fuel Dispensers,Automated Fuel Dispensers
Checking ,1,1071,VISA DEBIT                             ,17440044 TARGET        000057OMAHA        NE       ,D,Grocery,7/3/2014,9.29,5411,Grocery Stores/Supermarkets,Grocery Stores/Supermarkets,Grocery Stores/Supermarkets
Checking ,1,1071,VISA DEBIT                             ,1415 WM SUPERCENTER #4600GRETNA       NE       ,D,Grocery,5/13/2014,9.2,5411,Grocery Stores/Supermarkets,Grocery Stores/Supermarkets,Grocery Stores/Supermarkets
Checking ,1,1071,VISA DEBIT                             ,17440044 BAKERS #0715        OMAHA        NE       ,D,Grocery,5/5/2014,9.18,5411,Grocery Stores/Supermarkets,Grocery Stores/Supermarkets,Grocery Stores/Supermarkets
Checking ,1,5764,INTERLINK/NETS POS                     ,17440044 HILSBRG FANTASY     OMAHA        NE       ,D,Auto/Gas,6/16/2014,9.15,5542,Automated Fuel Dispensers,Automated Fuel Dispensers,Automated Fuel Dispensers
Checking ,1,1071,VISA DEBIT                             ,17440044 BUCKY'S EXPRESS #72 OMAHA        NE       ,D,Auto/Gas,7/28/2014,9.06,5542,Automated Fuel Dispensers,Automated Fuel Dispensers,Automated Fuel Dispensers
Checking ,1,1071,VISA DEBIT                             ,17440044 AMAZON MKTPLACE PMTSAMZN.COM/BIL WA       ,D,Recreation,8/18/2014,8.99,5968,Direct Marketing – Continuity/Subscription Merchant,Direct Marketing – Continuity/Subscription Merchant,Direct Marketing – Continuity/Subscription Merchant
Checking ,1,1071,VISA DEBIT                             ,17440044 KRISPY KREME #155   OMAHA        NE       ,D,Restaurants,6/24/2014,8.99,5812,Eating places and Restaurants,Eating places and Restaurants,Eating places and Restaurants
Checking ,1,1071,VISA DEBIT                             ,1415 BRONCO'S 120TH STR  OMAHA        NE       ,D,Restaurants/Bars,7/25/2014,8.98,5812,Eating places and Restaurants,Eating places and Restaurants,Eating places and Restaurants
Checking ,1,1071,VISA DEBIT                             ,17440044 BURGER KING #7174   OMAHA        NE       ,D,Restaurants,8/5/2014,8.95,5812,Eating places and Restaurants,Eating places and Restaurants,Eating places and Restaurants
Checking ,1,1071,VISA DEBIT                             ,17440044 MCDONALD'S F10117   OMAHA        NE       ,D,Restaurants,6/6/2014,8.74,5812,Eating places and Restaurants,Eating places and Restaurants,Eating places and Restaurants
Checking ,1,1071,VISA DEBIT                             ,17440044 TACO JOHN'S #14441   OMAHA        NE       ,D,Restaurants,8/7/2014,8.73,5812,Eating places and Restaurants,Eating places and Restaurants,Eating places and Restaurants
Checking ,1,1071,VISA DEBIT                             ,0145 SUNRIZE DONUTS      GRETNA       NE       ,D,Restaurants/Bars,7/18/2014,8.7,5812,Eating places and Restaurants,Eating places and Restaurants,Eating places and Restaurants
Checking ,1,1071,VISA DEBIT                             ,1415 NOBBIES OMAHA       OMAHA        NE       ,D,Sporting Goods/Retail,7/10/2014,8.55,5970,Artist’s Supply and Craft Shops,Artist’s Supply and Craft Shops,Artist’s Supply and Craft Shops
